"","Country","Date","Cum_conf_cases","Cum_susp_cases","Cum_conf_death"
"1824","Guinea","2015-09-04",3338,2,2077
"1825","Sierra Leone","2015-09-04",8698,4654,3587
"1826","Liberia","2015-09-04",3151,5636,NA
"1827","Liberia 2","2015-09-04",6,NA,2
"1828","Italy","2015-09-04",1,0,NA
"1829","United Kingdom","2015-09-04",1,0,NA
"1830","Mali","2015-09-04",7,0,NA
"1831","Nigeria","2015-09-04",19,0,7
"1832","Senegal","2015-09-04",1,0,0
"1833","Spain","2015-09-04",1,0,0
"1834","United States of America","2015-09-04",4,0,1
"1835","Liberia","2015-09-07",3151,5636,NA
"1836","Sierra Leone","2015-09-07",8699,4684,3587
"1837","Guinea","2015-09-07",3338,3,2078
"1838","Liberia 2","2015-09-07",6,NA,2
"1839","Italy","2015-09-07",1,0,NA
"1840","United Kingdom","2015-09-07",1,0,NA
"1841","Mali","2015-09-07",7,0,NA
"1842","Nigeria","2015-09-07",19,0,7
"1843","Senegal","2015-09-07",1,0,0
"1844","Spain","2015-09-07",1,0,0
"1845","United States of America","2015-09-07",4,0,1
"1846","Liberia","2015-09-08",3151,5636,NA
"1847","Sierra Leone","2015-09-08",8699,4697,3587
"1848","Guinea","2015-09-08",3338,2,2078
"1849","Liberia 2","2015-09-08",6,NA,2
"1850","Italy","2015-09-08",1,0,NA
"1851","United Kingdom","2015-09-08",1,0,NA
"1852","Mali","2015-09-08",7,0,NA
"1853","Nigeria","2015-09-08",19,0,7
"1854","Senegal","2015-09-08",1,0,0
"1855","Spain","2015-09-08",1,0,0
"1856","United States of America","2015-09-08",4,0,1
"1857","Guinea","2015-09-09",3338,2,2078
"1858","Sierra Leone","2015-09-09",8699,4697,3587
"1859","Liberia","2015-09-09",3151,5636,NA
"1860","Liberia 2","2015-09-09",6,NA,2
"1861","Italy","2015-09-09",1,0,NA
"1862","United Kingdom","2015-09-09",1,0,NA
"1863","Mali","2015-09-09",7,0,NA
"1864","Nigeria","2015-09-09",19,0,7
"1865","Senegal","2015-09-09",1,0,0
"1866","Spain","2015-09-09",1,0,0
"1867","United States of America","2015-09-09",4,0,1
"1868","Liberia","2015-09-10",3151,5636,NA
"1869","Sierra Leone","2015-09-10",8702,4708,3587
"1870","Guinea","2015-09-10",3338,1,2078
"1871","Liberia 2","2015-09-10",6,NA,2
"1872","Italy","2015-09-10",1,0,NA
"1873","United Kingdom","2015-09-10",1,0,NA
"1874","Mali","2015-09-10",7,0,NA
"1875","Nigeria","2015-09-10",19,0,7
"1876","Senegal","2015-09-10",1,0,0
"1877","Spain","2015-09-10",1,0,0
"1878","United States of America","2015-09-10",4,0,1
"1879","Liberia","2015-09-11",3151,5636,NA
"1880","Sierra Leone","2015-09-11",8703,4711,3587
"1881","Guinea","2015-09-11",3338,1,2078
"1882","Liberia 2","2015-09-11",6,NA,2
"1883","Italy","2015-09-11",1,0,NA
"1884","United Kingdom","2015-09-11",1,0,NA
"1885","Mali","2015-09-11",7,0,NA
"1886","Nigeria","2015-09-11",19,0,7
"1887","Senegal","2015-09-11",1,0,0
"1888","Spain","2015-09-11",1,0,0
"1889","United States of America","2015-09-11",4,0,1
"1890","Liberia","2015-09-14",3151,5636,NA
"1891","Sierra Leone","2015-09-14",8703,4757,3587
"1892","Guinea","2015-09-14",3338,3,2078
"1893","Liberia 2","2015-09-14",6,NA,2
"1894","Italy","2015-09-14",1,0,NA
"1895","United Kingdom","2015-09-14",1,0,NA
"1896","Mali","2015-09-14",7,0,NA
"1897","Nigeria","2015-09-14",19,0,7
"1898","Senegal","2015-09-14",1,0,0
"1899","Spain","2015-09-14",1,0,0
"1900","United States of America","2015-09-14",4,0,1
"1901","Sierra Leone","2015-09-15",8704,4765,3587
"1902","Guinea","2015-09-15",3338,2,2078
"1903","Liberia","2015-09-15",3151,5636,NA
"1904","Liberia 2","2015-09-15",6,NA,2
"1905","Italy","2015-09-15",1,0,NA
"1906","United Kingdom","2015-09-15",1,0,NA
"1907","Mali","2015-09-15",7,0,NA
"1908","Nigeria","2015-09-15",19,0,7
"1909","Senegal","2015-09-15",1,0,0
"1910","Spain","2015-09-15",1,0,0
"1911","United States of America","2015-09-15",4,0,1
"1912","Guinea","2015-09-16",3338,2,2078
"1913","Sierra Leone","2015-09-16",8704,4765,3587
"1914","Liberia","2015-09-16",3151,5636,NA
"1915","Liberia 2","2015-09-16",6,NA,2
"1916","Italy","2015-09-16",1,0,NA
"1917","United Kingdom","2015-09-16",1,0,NA
"1918","Mali","2015-09-16",7,0,NA
"1919","Nigeria","2015-09-16",19,0,7
"1920","Senegal","2015-09-16",1,0,0
"1921","Spain","2015-09-16",1,0,0
"1922","United States of America","2015-09-16",4,0,1
"1923","Liberia","2015-09-17",3151,5636,NA
"1924","Sierra Leone","2015-09-17",8704,4788,3589
"1925","Guinea","2015-09-17",3338,4,2078
"1926","Liberia 2","2015-09-17",6,NA,2
"1927","Italy","2015-09-17",1,0,NA
"1928","United Kingdom","2015-09-17",1,0,NA
"1929","Mali","2015-09-17",7,0,NA
"1930","Nigeria","2015-09-17",19,0,7
"1931","Senegal","2015-09-17",1,0,0
"1932","Spain","2015-09-17",1,0,0
"1933","United States of America","2015-09-17",4,0,1
"1934","Liberia","2015-09-18",3151,5636,NA
"1935","Sierra Leone","2015-09-18",8704,4794,3589
"1936","Guinea","2015-09-18",3339,3,2079
"1937","Liberia 2","2015-09-18",6,NA,2
"1938","Italy","2015-09-18",1,0,NA
"1939","United Kingdom","2015-09-18",1,0,NA
"1940","Mali","2015-09-18",7,0,NA
"1941","Nigeria","2015-09-18",19,0,7
"1942","Senegal","2015-09-18",1,0,0
"1943","Spain","2015-09-18",1,0,0
"1944","United States of America","2015-09-18",4,0,1
"1945","Sierra Leone","2015-09-21",8704,4820,3589
"1946","Guinea","2015-09-21",3340,4,2079
"1947","Liberia","2015-09-21",3151,5636,NA
"1948","Liberia 2","2015-09-21",6,NA,2
"1949","Italy","2015-09-21",1,0,NA
"1950","United Kingdom","2015-09-21",1,0,NA
"1951","Mali","2015-09-21",7,0,NA
"1952","Nigeria","2015-09-21",19,0,7
"1953","Senegal","2015-09-21",1,0,0
"1954","Spain","2015-09-21",1,0,0
"1955","United States of America","2015-09-21",4,0,1
"1956","Guinea","2015-09-22",3340,7,2079
"1957","Liberia","2015-09-22",3151,5636,NA
"1958","Sierra Leone","2015-09-22",8704,4832,3589
"1959","Liberia 2","2015-09-22",6,NA,2
"1960","Italy","2015-09-22",1,0,NA
"1961","United Kingdom","2015-09-22",1,0,NA
"1962","Mali","2015-09-22",7,0,NA
"1963","Nigeria","2015-09-22",19,0,7
"1964","Senegal","2015-09-22",1,0,0
"1965","Spain","2015-09-22",1,0,0
"1966","United States of America","2015-09-22",4,0,1
"1967","Liberia","2015-09-23",3151,5636,NA
"1968","Sierra Leone","2015-09-23",8704,4832,3589
"1969","Guinea","2015-09-23",3340,7,2079
"1970","Liberia 2","2015-09-23",6,NA,2
"1971","Italy","2015-09-23",1,0,NA
"1972","United Kingdom","2015-09-23",1,0,NA
"1973","Mali","2015-09-23",7,0,NA
"1974","Nigeria","2015-09-23",19,0,7
"1975","Senegal","2015-09-23",1,0,0
"1976","Spain","2015-09-23",1,0,0
"1977","United States of America","2015-09-23",4,0,1
"1978","Liberia","2015-09-24",3151,5636,NA
"1979","Sierra Leone","2015-09-24",8704,4855,3589
"1980","Guinea","2015-09-24",3340,8,2080
"1981","Liberia 2","2015-09-24",6,NA,2
"1982","Italy","2015-09-24",1,0,NA
"1983","United Kingdom","2015-09-24",1,0,NA
"1984","Mali","2015-09-24",7,0,NA
"1985","Nigeria","2015-09-24",19,0,7
"1986","Senegal","2015-09-24",1,0,0
"1987","Spain","2015-09-24",1,0,0
"1988","United States of America","2015-09-24",4,0,1
"1989","Liberia","2015-09-25",3151,5636,NA
"1990","Sierra Leone","2015-09-25",8704,4864,3589
"1991","Guinea","2015-09-25",3340,4,2080
"1992","Liberia 2","2015-09-25",6,NA,2
"1993","Italy","2015-09-25",1,0,NA
"1994","United Kingdom","2015-09-25",1,0,NA
"1995","Mali","2015-09-25",7,0,NA
"1996","Nigeria","2015-09-25",19,0,7
"1997","Senegal","2015-09-25",1,0,0
"1998","Spain","2015-09-25",1,0,0
"1999","United States of America","2015-09-25",4,0,1
"2000","Sierra Leone","2015-09-28",8704,4903,3589
"2001","Liberia","2015-09-28",3151,5636,NA
"2002","Guinea","2015-09-28",3342,10,2080
"2003","Liberia 2","2015-09-28",6,NA,2
"2004","Italy","2015-09-28",1,0,NA
"2005","United Kingdom","2015-09-28",1,0,NA
"2006","Mali","2015-09-28",7,0,NA
"2007","Nigeria","2015-09-28",19,0,7
"2008","Senegal","2015-09-28",1,0,0
"2009","Spain","2015-09-28",1,0,0
"2010","United States of America","2015-09-28",4,0,1
"2011","Liberia","2015-09-29",3151,5636,NA
"2012","Sierra Leone","2015-09-29",8704,4920,3589
"2013","Guinea","2015-09-29",3344,8,2080
"2014","Liberia 2","2015-09-29",6,NA,2
"2015","Italy","2015-09-29",1,0,NA
"2016","United Kingdom","2015-09-29",1,0,NA
"2017","Mali","2015-09-29",7,0,NA
"2018","Nigeria","2015-09-29",19,0,7
"2019","Senegal","2015-09-29",1,0,0
"2020","Spain","2015-09-29",1,0,0
"2021","United States of America","2015-09-29",4,0,1
"2022","Liberia","2015-09-30",3151,5636,NA
"2023","Sierra Leone","2015-09-30",8704,4920,3589
"2024","Guinea","2015-09-30",3344,8,2080
"2025","Liberia 2","2015-09-30",6,NA,2
"2026","Italy","2015-09-30",1,0,NA
"2027","United Kingdom","2015-09-30",1,0,NA
"2028","Mali","2015-09-30",7,0,NA
"2029","Nigeria","2015-09-30",19,0,7
"2030","Senegal","2015-09-30",1,0,0
"2031","Spain","2015-09-30",1,0,0
"2032","United States of America","2015-09-30",4,0,1
"2033","Sierra Leone","2015-10-01",8704,4937,3589
"2034","Liberia","2015-10-01",3151,5636,NA
"2035","Guinea","2015-10-01",3344,11,2080
"2036","Liberia 2","2015-10-01",6,NA,2
"2037","Italy","2015-10-01",1,0,NA
"2038","United Kingdom","2015-10-01",1,0,NA
"2039","Mali","2015-10-01",7,0,NA
"2040","Nigeria","2015-10-01",19,0,7
"2041","Senegal","2015-10-01",1,0,0
"2042","Spain","2015-10-01",1,0,0
"2043","United States of America","2015-10-01",4,0,1
"2044","Sierra Leone","2015-10-02",8704,4940,3589
"2045","Liberia","2015-10-02",3151,5636,NA
"2046","Guinea","2015-10-02",3344,12,2080
"2047","Liberia 2","2015-10-02",6,NA,2
"2048","Italy","2015-10-02",1,0,NA
"2049","United Kingdom","2015-10-02",1,0,NA
"2050","Mali","2015-10-02",7,0,NA
"2051","Nigeria","2015-10-02",19,0,7
"2052","Senegal","2015-10-02",1,0,0
"2053","Spain","2015-10-02",1,0,0
"2054","United States of America","2015-10-02",4,0,1
"2055","Liberia","2015-10-05",3151,5636,NA
"2056","Sierra Leone","2015-10-05",8704,4950,3589
"2057","Guinea","2015-10-05",3344,7,2081
"2058","Liberia 2","2015-10-05",6,NA,2
"2059","Italy","2015-10-05",1,0,NA
"2060","United Kingdom","2015-10-05",1,0,NA
"2061","Mali","2015-10-05",7,0,NA
"2062","Nigeria","2015-10-05",19,0,7
"2063","Senegal","2015-10-05",1,0,0
"2064","Spain","2015-10-05",1,0,0
"2065","United States of America","2015-10-05",4,0,1
"2066","Guinea","2015-10-06",3344,7,2081
"2067","Sierra Leone","2015-10-06",8704,4954,3589
"2068","Liberia","2015-10-06",3151,5636,NA
"2069","Liberia 2","2015-10-06",6,NA,2
"2070","Italy","2015-10-06",1,0,NA
"2071","United Kingdom","2015-10-06",1,0,NA
"2072","Mali","2015-10-06",7,0,NA
"2073","Nigeria","2015-10-06",19,0,7
"2074","Senegal","2015-10-06",1,0,0
"2075","Spain","2015-10-06",1,0,0
"2076","United States of America","2015-10-06",4,0,1
"2077","Liberia","2015-10-07",3151,5636,NA
"2078","Sierra Leone","2015-10-07",8704,4954,3589
"2079","Guinea","2015-10-07",3344,7,2081
"2080","Liberia 2","2015-10-07",6,NA,2
"2081","Italy","2015-10-07",1,0,NA
"2082","United Kingdom","2015-10-07",1,0,NA
"2083","Mali","2015-10-07",7,0,NA
"2084","Nigeria","2015-10-07",19,0,7
"2085","Senegal","2015-10-07",1,0,0
"2086","Spain","2015-10-07",1,0,0
"2087","United States of America","2015-10-07",4,0,1
"2088","Liberia","2015-10-08",3151,5636,NA
"2089","Sierra Leone","2015-10-08",8704,4965,3589
"2090","Guinea","2015-10-08",3344,2,2081
"2091","Liberia 2","2015-10-08",6,NA,2
"2092","Italy","2015-10-08",1,0,NA
"2093","United Kingdom","2015-10-08",1,0,NA
"2094","Mali","2015-10-08",7,0,NA
"2095","Nigeria","2015-10-08",19,0,7
"2096","Senegal","2015-10-08",1,0,0
"2097","Spain","2015-10-08",1,0,0
"2098","United States of America","2015-10-08",4,0,1
"2099","Sierra Leone","2015-10-09",8704,4966,3589
"2100","Liberia","2015-10-09",3151,5636,NA
"2101","Guinea","2015-10-09",3344,3,2081
"2102","Liberia 2","2015-10-09",6,NA,2
"2103","Italy","2015-10-09",1,0,NA
"2104","United Kingdom","2015-10-09",1,0,NA
"2105","Mali","2015-10-09",7,0,NA
"2106","Nigeria","2015-10-09",19,0,7
"2107","Senegal","2015-10-09",1,0,0
"2108","Spain","2015-10-09",1,0,0
"2109","United States of America","2015-10-09",4,0,1
"2110","Sierra Leone","2015-10-13",8704,4991,3589
"2111","Liberia","2015-10-13",3151,5636,NA
"2112","Guinea","2015-10-13",3344,3,2081
"2113","Liberia 2","2015-10-13",6,NA,2
"2114","Italy","2015-10-13",1,0,NA
"2115","United Kingdom","2015-10-13",1,0,NA
"2116","Mali","2015-10-13",7,0,NA
"2117","Nigeria","2015-10-13",19,0,7
"2118","Senegal","2015-10-13",1,0,0
"2119","Spain","2015-10-13",1,0,0
"2120","United States of America","2015-10-13",4,0,1
"2121","Liberia","2015-10-15",3151,5636,NA
"2122","Sierra Leone","2015-10-15",8704,5001,3589
"2123","Guinea","2015-10-15",3345,4,2081
"2124","Liberia 2","2015-10-15",6,NA,2
"2125","Italy","2015-10-15",1,0,NA
"2126","United Kingdom","2015-10-15",1,0,NA
"2127","Mali","2015-10-15",7,0,NA
"2128","Nigeria","2015-10-15",19,0,7
"2129","Senegal","2015-10-15",1,0,0
"2130","Spain","2015-10-15",1,0,0
"2131","United States of America","2015-10-15",4,0,1
"2132","Guinea","2015-10-16",3346,5,2082
"2133","Liberia","2015-10-16",3151,5636,NA
"2134","Sierra Leone","2015-10-16",8704,5001,3589
"2135","Liberia 2","2015-10-16",6,NA,2
"2136","Italy","2015-10-16",1,0,NA
"2137","United Kingdom","2015-10-16",1,0,NA
"2138","Mali","2015-10-16",7,0,NA
"2139","Nigeria","2015-10-16",19,0,7
"2140","Senegal","2015-10-16",1,0,0
"2141","Spain","2015-10-16",1,0,0
"2142","United States of America","2015-10-16",4,0,1
"2143","Sierra Leone","2015-10-20",8704,5010,3589
"2144","Liberia","2015-10-20",3151,5636,NA
"2145","Guinea","2015-10-20",3347,3,2082
"2146","Liberia 2","2015-10-20",6,NA,2
"2147","Italy","2015-10-20",1,0,NA
"2148","United Kingdom","2015-10-20",1,0,NA
"2149","Mali","2015-10-20",7,0,NA
"2150","Nigeria","2015-10-20",19,0,7
"2151","Senegal","2015-10-20",1,0,0
"2152","Spain","2015-10-20",1,0,0
"2153","United States of America","2015-10-20",4,0,1
"2154","Sierra Leone","2015-10-22",8704,5040,3589
"2155","Liberia","2015-10-22",3151,5636,NA
"2156","Guinea","2015-10-22",3347,1,2082
"2157","Liberia 2","2015-10-22",6,NA,2
"2158","Italy","2015-10-22",1,0,NA
"2159","United Kingdom","2015-10-22",1,0,NA
"2160","Mali","2015-10-22",7,0,NA
"2161","Nigeria","2015-10-22",19,0,7
"2162","Senegal","2015-10-22",1,0,0
"2163","Spain","2015-10-22",1,0,0
"2164","United States of America","2015-10-22",4,0,1
"2165","Guinea","2015-10-23",3347,1,2082
"2166","Sierra Leone","2015-10-23",8704,5047,3589
"2167","Liberia","2015-10-23",3151,5636,NA
"2168","Liberia 2","2015-10-23",6,NA,2
"2169","Italy","2015-10-23",1,0,NA
"2170","United Kingdom","2015-10-23",1,0,NA
"2171","Mali","2015-10-23",7,0,NA
"2172","Nigeria","2015-10-23",19,0,7
"2173","Senegal","2015-10-23",1,0,0
"2174","Spain","2015-10-23",1,0,0
"2175","United States of America","2015-10-23",4,0,1
"2176","Sierra Leone","2015-10-26",8704,5061,3589
"2177","Liberia","2015-10-26",3151,5636,NA
"2178","Guinea","2015-10-26",3350,1,2082
"2179","Liberia 2","2015-10-26",6,NA,2
"2180","Italy","2015-10-26",1,0,NA
"2181","United Kingdom","2015-10-26",1,0,NA
"2182","Mali","2015-10-26",7,0,NA
"2183","Nigeria","2015-10-26",19,0,7
"2184","Senegal","2015-10-26",1,0,0
"2185","Spain","2015-10-26",1,0,0
"2186","United States of America","2015-10-26",4,0,1
"2187","Sierra Leone","2015-10-27",8704,5070,3589
"2188","Liberia","2015-10-27",3151,5636,NA
"2189","Guinea","2015-10-27",3350,3,2082
"2190","Liberia 2","2015-10-27",6,NA,2
"2191","Italy","2015-10-27",1,0,NA
"2192","United Kingdom","2015-10-27",1,0,NA
"2193","Mali","2015-10-27",7,0,NA
"2194","Nigeria","2015-10-27",19,0,7
"2195","Senegal","2015-10-27",1,0,0
"2196","Spain","2015-10-27",1,0,0
"2197","United States of America","2015-10-27",4,0,1
"2198","Sierra Leone","2015-10-29",8704,5075,3589
"2199","Liberia","2015-10-29",3151,5636,NA
"2200","Guinea","2015-10-29",3350,5,2083
"2201","Liberia 2","2015-10-29",6,NA,2
"2202","Italy","2015-10-29",1,0,NA
"2203","United Kingdom","2015-10-29",1,0,NA
"2204","Mali","2015-10-29",7,0,NA
"2205","Nigeria","2015-10-29",19,0,7
"2206","Senegal","2015-10-29",1,0,0
"2207","Spain","2015-10-29",1,0,0
"2208","United States of America","2015-10-29",4,0,1
"2209","Sierra Leone","2015-10-30",8704,5076,3589
"2210","Liberia","2015-10-30",3151,5636,NA
"2211","Guinea","2015-10-30",3350,5,2083
"2212","Liberia 2","2015-10-30",6,NA,2
"2213","Italy","2015-10-30",1,0,NA
"2214","United Kingdom","2015-10-30",1,0,NA
"2215","Mali","2015-10-30",7,0,NA
"2216","Nigeria","2015-10-30",19,0,7
"2217","Senegal","2015-10-30",1,0,0
"2218","Spain","2015-10-30",1,0,0
"2219","United States of America","2015-10-30",4,0,1
"2220","Guinea","2015-11-03",3351,6,2083
"2221","Liberia","2015-11-03",3151,5636,NA
"2222","Sierra Leone","2015-11-03",8704,5098,3589
"2223","Liberia 2","2015-11-03",6,NA,2
"2224","Italy","2015-11-03",1,0,NA
"2225","United Kingdom","2015-11-03",1,0,NA
"2226","Mali","2015-11-03",7,0,NA
"2227","Nigeria","2015-11-03",19,0,7
"2228","Senegal","2015-11-03",1,0,0
"2229","Spain","2015-11-03",1,0,0
"2230","United States of America","2015-11-03",4,0,1
"2231","Guinea","2015-11-05",3351,1,2083
"2232","Sierra Leone","2015-11-05",8704,5113,3589
"2233","Liberia","2015-11-05",3151,5636,NA
"2234","Liberia 2","2015-11-05",6,NA,2
"2235","Italy","2015-11-05",1,0,NA
"2236","United Kingdom","2015-11-05",1,0,NA
"2237","Mali","2015-11-05",7,0,NA
"2238","Nigeria","2015-11-05",19,0,7
"2239","Senegal","2015-11-05",1,0,0
"2240","Spain","2015-11-05",1,0,0
"2241","United States of America","2015-11-05",4,0,1
"2242","Sierra Leone","2015-11-06",8704,5118,3589
"2243","Liberia","2015-11-06",3151,5636,NA
"2244","Guinea","2015-11-06",3351,1,2083
"2245","Liberia 2","2015-11-06",6,NA,2
"2246","Italy","2015-11-06",1,0,NA
"2247","United Kingdom","2015-11-06",1,0,NA
"2248","Mali","2015-11-06",7,0,NA
"2249","Nigeria","2015-11-06",19,0,7
"2250","Senegal","2015-11-06",1,0,0
"2251","Spain","2015-11-06",1,0,0
"2252","United States of America","2015-11-06",4,0,1
"2253","Liberia","2015-11-10",3151,5636,NA
"2254","Sierra Leone","2015-11-10",8704,5131,3589
"2255","Guinea","2015-11-10",3351,1,2083
"2256","Liberia 2","2015-11-10",6,NA,2
"2257","Italy","2015-11-10",1,0,NA
"2258","United Kingdom","2015-11-10",1,0,NA
"2259","Mali","2015-11-10",7,0,NA
"2260","Nigeria","2015-11-10",19,0,7
"2261","Senegal","2015-11-10",1,0,0
"2262","Spain","2015-11-10",1,0,0
"2263","United States of America","2015-11-10",4,0,1
"2264","Liberia","2015-11-11",3151,5636,NA
"2265","Guinea","2015-11-11",3351,1,2083
"2266","Sierra Leone","2015-11-11",8704,5131,3589
"2267","Liberia 2","2015-11-11",6,NA,2
"2268","Italy","2015-11-11",1,0,NA
"2269","United Kingdom","2015-11-11",1,0,NA
"2270","Mali","2015-11-11",7,0,NA
"2271","Nigeria","2015-11-11",19,0,7
"2272","Senegal","2015-11-11",1,0,0
"2273","Spain","2015-11-11",1,0,0
"2274","United States of America","2015-11-11",4,0,1
"2275","Liberia","2015-11-12",3151,5636,NA
"2276","Sierra Leone","2015-11-12",8704,5131,3589
"2277","Guinea","2015-11-12",3351,1,2083
"2278","Liberia 2","2015-11-12",6,NA,2
"2279","Italy","2015-11-12",1,0,NA
"2280","United Kingdom","2015-11-12",1,0,NA
"2281","Mali","2015-11-12",7,0,NA
"2282","Nigeria","2015-11-12",19,0,7
"2283","Senegal","2015-11-12",1,0,0
"2284","Spain","2015-11-12",1,0,0
"2285","United States of America","2015-11-12",4,0,1
"2286","Liberia","2015-11-16",3151,5636,NA
"2287","Sierra Leone","2015-11-16",8704,5131,3589
"2288","Guinea","2015-11-16",3351,1,2083
"2289","Liberia 2","2015-11-16",6,NA,2
"2290","Italy","2015-11-16",1,0,NA
"2291","United Kingdom","2015-11-16",1,0,NA
"2292","Mali","2015-11-16",7,0,NA
"2293","Nigeria","2015-11-16",19,0,7
"2294","Senegal","2015-11-16",1,0,0
"2295","Spain","2015-11-16",1,0,0
"2296","United States of America","2015-11-16",4,0,1
"2297","Liberia","2015-11-17",3151,5636,NA
"2298","Sierra Leone","2015-11-17",8704,5131,3589
"2299","Guinea","2015-11-17",3351,0,2083
"2300","Liberia 2","2015-11-17",6,NA,2
"2301","Italy","2015-11-17",1,0,NA
"2302","United Kingdom","2015-11-17",1,0,NA
"2303","Mali","2015-11-17",7,0,NA
"2304","Nigeria","2015-11-17",19,0,7
"2305","Senegal","2015-11-17",1,0,0
"2306","Spain","2015-11-17",1,0,0
"2307","United States of America","2015-11-17",4,0,1
"2308","Guinea","2015-11-20",3351,0,2083
"2309","Sierra Leone","2015-11-20",8704,5131,3589
"2310","Liberia","2015-11-20",3151,5636,NA
"2311","Liberia 2","2015-11-20",6,NA,2
"2312","Italy","2015-11-20",1,0,NA
"2313","United Kingdom","2015-11-20",1,0,NA
"2314","Mali","2015-11-20",7,0,NA
"2315","Nigeria","2015-11-20",19,0,7
"2316","Senegal","2015-11-20",1,0,0
"2317","Spain","2015-11-20",1,0,0
"2318","United States of America","2015-11-20",4,0,1
"2319","Sierra Leone","2015-11-24",8704,5131,3589
"2320","Liberia","2015-11-24",3151,5636,NA
"2321","Guinea","2015-11-24",3351,0,2083
"2322","Liberia 2","2015-11-24",6,NA,2
"2323","Italy","2015-11-24",1,0,NA
"2324","United Kingdom","2015-11-24",1,0,NA
"2325","Mali","2015-11-24",7,0,NA
"2326","Nigeria","2015-11-24",19,0,7
"2327","Senegal","2015-11-24",1,0,0
"2328","Spain","2015-11-24",1,0,0
"2329","United States of America","2015-11-24",4,0,1
"2330","Liberia","2015-11-26",3151,5636,NA
"2331","Sierra Leone","2015-11-26",8704,5131,3589
"2332","Guinea","2015-11-26",3351,0,2083
"2333","Liberia 2","2015-11-26",9,NA,2
"2334","Italy","2015-11-26",1,0,NA
"2335","United Kingdom","2015-11-26",1,0,NA
"2336","Mali","2015-11-26",7,0,NA
"2337","Nigeria","2015-11-26",19,0,7
"2338","Senegal","2015-11-26",1,0,0
"2339","Spain","2015-11-26",1,0,0
"2340","United States of America","2015-11-26",4,0,1
"2341","Liberia","2015-12-01",3151,5636,NA
"2342","Sierra Leone","2015-12-01",8704,5131,3589
"2343","Guinea","2015-12-01",3351,0,2083
"2344","Liberia 2","2015-12-01",9,NA,2
"2345","Italy","2015-12-01",1,0,NA
"2346","United Kingdom","2015-12-01",1,0,NA
"2347","Mali","2015-12-01",7,0,NA
"2348","Nigeria","2015-12-01",19,0,7
"2349","Senegal","2015-12-01",1,0,0
"2350","Spain","2015-12-01",1,0,0
"2351","United States of America","2015-12-01",4,0,1
"2352","Liberia","2015-12-02",3151,5636,NA
"2353","Guinea","2015-12-02",3351,0,2083
"2354","Sierra Leone","2015-12-02",8704,5131,3589
"2355","Liberia 2","2015-12-02",9,NA,3
"2356","Italy","2015-12-02",1,0,NA
"2357","United Kingdom","2015-12-02",1,0,NA
"2358","Mali","2015-12-02",7,0,NA
"2359","Nigeria","2015-12-02",19,0,7
"2360","Senegal","2015-12-02",1,0,0
"2361","Spain","2015-12-02",1,0,0
"2362","United States of America","2015-12-02",4,0,1
"2363","Guinea","2015-12-03",3351,1,2083
"2364","Liberia","2015-12-03",3151,5636,NA
"2365","Sierra Leone","2015-12-03",8704,5131,3589
"2366","Liberia 2","2015-12-03",9,NA,3
"2367","Italy","2015-12-03",1,0,NA
"2368","United Kingdom","2015-12-03",1,0,NA
"2369","Mali","2015-12-03",7,0,NA
"2370","Nigeria","2015-12-03",19,0,7
"2371","Senegal","2015-12-03",1,0,0
"2372","Spain","2015-12-03",1,0,0
"2373","United States of America","2015-12-03",4,0,1
"2374","Guinea","2015-12-09",3351,0,2083
"2375","Liberia","2015-12-09",3151,5636,NA
"2376","Sierra Leone","2015-12-09",8704,5131,3589
"2377","Liberia 2","2015-12-09",9,NA,3
"2378","Italy","2015-12-09",1,0,NA
"2379","United Kingdom","2015-12-09",1,0,NA
"2380","Mali","2015-12-09",7,0,NA
"2381","Nigeria","2015-12-09",19,0,7
"2382","Senegal","2015-12-09",1,0,0
"2383","Spain","2015-12-09",1,0,0
"2384","United States of America","2015-12-09",4,0,1
"2385","Guinea","2015-12-10",3351,0,2083
"2386","Sierra Leone","2015-12-10",8704,5131,3589
"2387","Liberia","2015-12-10",3151,5636,NA
"2388","Liberia 2","2015-12-10",9,NA,3
"2389","Italy","2015-12-10",1,0,NA
"2390","United Kingdom","2015-12-10",1,0,NA
"2391","Mali","2015-12-10",7,0,NA
"2392","Nigeria","2015-12-10",19,0,7
"2393","Senegal","2015-12-10",1,0,0
"2394","Spain","2015-12-10",1,0,0
"2395","United States of America","2015-12-10",4,0,1
"2396","Sierra Leone","2015-12-11",8704,5131,3589
"2397","Liberia","2015-12-11",3151,5636,NA
"2398","Guinea","2015-12-11",3351,0,2083
"2399","Liberia 2","2015-12-11",9,NA,3
"2400","Italy","2015-12-11",1,0,NA
"2401","United Kingdom","2015-12-11",1,0,NA
"2402","Mali","2015-12-11",7,0,NA
"2403","Nigeria","2015-12-11",19,0,7
"2404","Senegal","2015-12-11",1,0,0
"2405","Spain","2015-12-11",1,0,0
"2406","United States of America","2015-12-11",4,0,1
"2407","Guinea","2015-12-15",3351,3,2083
"2408","Liberia","2015-12-15",3151,5636,NA
"2409","Sierra Leone","2015-12-15",8704,5131,3589
"2410","Liberia 2","2015-12-15",9,NA,3
"2411","Italy","2015-12-15",1,0,NA
"2412","United Kingdom","2015-12-15",1,0,NA
"2413","Mali","2015-12-15",7,0,NA
"2414","Nigeria","2015-12-15",19,0,7
"2415","Senegal","2015-12-15",1,0,0
